series_id,category,segment_label,history_weeks,total_sales_units,mean_sales_units,zero_share,missing_share,outlier_share,coefficient_of_variation,skewness,sales_scale,volatility,trend_strength,mean_shift_ratio,variance_shift_ratio,acf_lag_1,acf_lag_7,acf_lag_28,acf_lag_52,acf_focus_lags,adf_pvalue,kpss_pvalue,kpss_pvalue_note,stationarity_hint
1047679,BEVERAGES,stable,242,5512875.0,22780.47520661157,0.0,0.0,0.0375,0.17069292058075028,0.593473200082973,22780.47520661157,3888.465845233899,0.054497722881250876,1.109192699954127,1.7578997372771485,0.6864035326747098,0.17838021132563772,0.16102656258931297,0.19667752669330027,[1],2.824684848796635e-07,0.01602663026427864,exact,mixed_signal
1463992,BEVERAGES,medium_noise,242,4408545.0,18217.128099173555,0.371900826446281,0.0,0.0125,0.8017988519958592,-0.3687818964435415,18217.128099173555,14606.472396578865,0.5081043641076304,3.710265785132444,0.49346273575997585,0.9119342016311056,0.6467961450245295,0.3831138098210511,0.28209286768616015,"[1, 7, 28, 52]",0.15718594555066046,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
1473474,PRODUCE,medium_noise,242,4990322.645790843,20621.167957813403,0.38016528925619836,0.0,0.025,0.8050209654829342,-0.38400298164840146,20621.167957813403,16600.472538784692,0.5099624832428913,3.5779779374214673,0.5003441689653271,0.9231502514949761,0.6482953056308608,0.3600905219043718,0.2729983227734153,"[1, 7, 28, 52]",0.16422757518664244,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
1503844,PRODUCE,medium_noise,242,6264199.755466789,25885.122956474333,0.38016528925619836,0.0,0.008333333333333333,0.8066963882556178,-0.3798104911513279,25885.122956474333,20881.435198540425,0.5403934250126325,3.7338018887481583,0.5133472929156889,0.9284863200754677,0.6764253886204048,0.3872350409634155,0.31016785043449735,"[1, 7, 28, 52]",0.24809526322178016,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
265559,GROCERY I,stable,242,4112827.0,16995.152892561982,0.0,0.0,0.0375,0.2992935214425219,5.643706028877934,16995.152892561982,5086.539156668938,0.026776700558197142,1.151421342181402,1.6480981564328303,0.3611661648136484,0.01678843006574224,0.03498869698133787,0.09967861824363689,[1],9.778714187157105e-06,0.02753477495697753,exact,mixed_signal
314384,GROCERY I,stable,242,3544341.0,14646.037190082645,0.0,0.0,0.016666666666666666,0.14524420118397777,-0.09937291311358011,14646.037190082645,2127.251972184384,0.004261721564631005,1.019911654464208,1.294442313120482,0.47315226488635326,0.20016697722402063,0.16221695539423217,0.3461925026316364,"[1, 7, 52]",0.7500899743648102,0.0290221482359811,exact,likely_non_stationary
364606,GROCERY I,stable,242,4416426.0,18249.69421487603,0.0,0.0,0.016666666666666666,0.174116332559841,0.42162051094524955,18249.69421487603,3177.569827032761,0.39594209794136714,0.8253827726278512,1.0585191554911608,0.5687222927494219,0.37112753821813516,0.24955889453801577,0.536416932324775,"[1, 7, 28, 52]",0.8405617985166745,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
502331,BREAD/BAKERY,stable,242,3703350.0,15303.099173553719,0.0,0.0,0.0125,0.11428296140715595,-0.723823722480811,15303.099173553719,1748.8834922611197,0.1748591276192929,0.9115929244194659,1.3483285511107546,0.530262100861835,0.21612378933882898,0.13911122291731035,0.38765416352330034,"[1, 7, 52]",0.8703637294316561,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
807493,BEVERAGES,medium_noise,242,4321424.0,17857.12396694215,0.0,0.0,0.0125,0.4566713728555863,-0.12465522857394758,17857.12396694215,8154.837317235864,0.8307457135638672,0.4245237988496805,1.2717890774757328,0.9504240962310087,0.8932030787565504,0.8485282508722931,0.782424051192428,"[1, 7, 28, 52]",0.9684913478018619,0.01,clipped_low,likely_non_stationary_kpss_clipped_low
819932,BEVERAGES,medium_noise,242,4410943.0,18227.037190082643,0.012396694214876033,0.0,0.04583333333333333,0.34576221476632835,-0.6159728907701335,18227.037190082643,6302.220747471209,0.1713733505704369,1.2776514120743419,1.788916301277409,0.7596532037163987,0.37690373231189606,-0.046646042762213055,0.001518673533818707,"[1, 7]",0.09324303171696441,0.010570662519840705,exact,likely_non_stationary
